.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;A;C;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;A;.;.;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;.;.;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;A;C;A;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;.;.;.;.;q;q;q;q;q;q;q;q;q;q;q;q;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;.;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;.;.;q;q;q;q;q;q;q;q;q;q;q;q;q;q;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
